nombre,edad,genero,ciudad,pizza,burger,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades
Aryeh Germiñas,38,mujer,Abadiano,no piña,True,comida rápida,relajada,hip hop,techno,disco,montaña
Stevi Nakov,29,hombre,Callosa de Ensarriá,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Laquandra Crouch,32,mujer,Quintanilla Pedro Abarca,piña,True,restaurante,relajada,pop,techno,bar,playa
Princes Rubiero,40,mujer,Añon,piña,True,comida rápida,relajada,hip hop,rock/metal,disco,playa
Rindy Baon,30,hombre,Valle de Santibáñez,piña,True,comida rápida,relajada,pop,techno,disco,montaña
Meika Cave,42,hombre,San Sadurní,no piña,False,comida rápida,rápida,pop,techno,disco,montaña
Lc Saenz laguna,24,hombre,Santo Tomé del Puerto,piña,False,restaurante,relajada,hip hop,techno,bar,playa
Charmain Khayati,25,mujer,Valverde,no piña,True,comida rápida,rápida,pop,techno,bar,montaña
Brenner Simorte,30,hombre,Deva,no piña,False,comida rápida,relajada,hip hop,rock/metal,bar,playa
Destany Carrajo,49,hombre,Belorado,piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Leandrea Chalar,22,mujer,Capafons,piña,False,restaurante,rápida,pop,rock/metal,bar,playa
Mckenna Cartemil,23,hombre,Ferrerías,piña,False,restaurante,relajada,pop,rock/metal,disco,montaña
Angelia Azil,46,hombre,Museros,piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Kena Diaz guemes,40,mujer,Ceánuri,piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Monte Llavayol,46,mujer,Teixeira,piña,False,comida rápida,rápida,pop,rock/metal,bar,montaña
Jolina Mackinnon,20,hombre,Alayor,piña,False,comida rápida,rápida,hip hop,rock/metal,bar,playa
Ronee Sicra,28,mujer,Bell-Lloch,piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Breland Selis,33,mujer,Pipaón,piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Scottie Mavrodin,32,hombre,Tarancueña,piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Maritza Guilleme,50,hombre,Santo Tomé del Puerto,no piña,True,comida rápida,rápida,pop,rock/metal,bar,montaña
Taletha Umer,36,mujer,Prat de Compte,piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Cheila Dobreanu,21,mujer,Chilches,piña,False,comida rápida,relajada,hip hop,techno,disco,montaña
Guinevere Ediae,36,hombre,Villabrágima,piña,False,comida rápida,relajada,pop,rock/metal,bar,montaña
Columbus Arener,33,hombre,Vallbona,no piña,False,comida rápida,relajada,hip hop,techno,bar,playa
Deandrea Chelos,43,mujer,San Román de Cameros,no piña,True,restaurante,relajada,hip hop,techno,bar,montaña
Starkeisha Urabain,48,mujer,Lugar Nuevo de la Corona,piña,True,restaurante,relajada,hip hop,rock/metal,bar,montaña
Salam Ashley,42,mujer,Saldaña de Ayllón,piña,False,restaurante,relajada,hip hop,rock/metal,disco,montaña
Rashed Parfeni,44,mujer,Fañanas,piña,True,restaurante,rápida,pop,techno,bar,montaña
Lang Allona,23,hombre,Riba de Saelices,piña,False,comida rápida,relajada,pop,rock/metal,bar,playa
Tristan Martinez reina,34,hombre,Cizur Mayor,no piña,True,restaurante,rápida,hip hop,techno,disco,montaña
Abrianna Capusan,43,hombre,Pallaruelo de Monegros,piña,True,comida rápida,rápida,pop,techno,bar,montaña
Phillipe Alguer,41,mujer,Valsadornín,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Chantae Ruiz navarro,48,mujer,Parlabá,no piña,True,restaurante,rápida,pop,techno,disco,playa
Alicen Donnini,48,mujer,Bonrepós y Mirambell,no piña,False,comida rápida,rápida,pop,rock/metal,disco,montaña
Chonte Schmieder,23,mujer,Perelló,no piña,True,comida rápida,rápida,pop,techno,disco,playa
Charlye Castro girona,32,hombre,Galisteo,no piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Sanuel Pollina,44,hombre,Corrales,no piña,True,comida rápida,rápida,hip hop,techno,disco,playa
Tinamarie Ankomah,48,mujer,Pilas (Las),no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,playa
Graylon Gorbano,25,hombre,Savallá del Condado,piña,False,comida rápida,rápida,hip hop,techno,bar,playa
Colene Aalouf,30,hombre,Agés,piña,True,restaurante,relajada,hip hop,rock/metal,bar,playa
Erma Kandoussi,28,mujer,San Antonio de Vilamajor,piña,True,restaurante,rápida,pop,techno,disco,montaña
Laquetta Garcia de lomas,25,hombre,Paúls,piña,True,restaurante,relajada,hip hop,techno,bar,playa
Leon El aitour,20,mujer,Aranarache,piña,True,comida rápida,rápida,pop,rock/metal,bar,montaña
Jama Banquetero,26,mujer,Deltebro,no piña,False,comida rápida,relajada,pop,techno,disco,playa
Vineet Mammeri,30,hombre,Alfar,piña,False,restaurante,relajada,hip hop,techno,bar,playa
Odie Tresandi,49,mujer,Montellá-Martinet,no piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Chrissy Ghaffar,37,mujer,Rabanales,piña,True,comida rápida,rápida,hip hop,techno,disco,playa
Terika Ollich,44,hombre,Mesegar,piña,True,comida rápida,relajada,pop,rock/metal,disco,montaña
Crystin Moreno de redrojo,42,hombre,San Isidro,no piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Chenise Ridorsa,39,hombre,Ulzama,piña,True,comida rápida,rápida,hip hop,techno,disco,montaña
Shatora Bouchouari,18,mujer,San Juan de Alicante,no piña,False,comida rápida,rápida,pop,techno,bar,playa
Ymelda Legaristi,39,mujer,Ponte-Caldelas,no piña,False,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Darcus Camposano,31,mujer,Páramo,no piña,False,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Leteshia Tand,38,hombre,Binisalem,no piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Teran Merisan,22,hombre,Hontoria,piña,False,comida rápida,relajada,hip hop,techno,bar,montaña
Chantel Sobrerroca,41,hombre,San Martín Sarroca,piña,False,restaurante,rápida,pop,techno,bar,playa
Tore Martinez almeida,43,hombre,Castrovido,no piña,False,comida rápida,rápida,pop,rock/metal,bar,montaña
Benard Brincones,29,mujer,Burela,piña,False,restaurante,rápida,pop,techno,bar,montaña
Gerald Fernandez montenegro,18,mujer,Villas de Naharros,piña,False,restaurante,rápida,pop,techno,disco,playa
Emily Trinca,41,mujer,Castillejo de Azaba,no piña,False,restaurante,relajada,pop,rock/metal,bar,playa
Lorenza Yñiguez,33,hombre,Puzol,piña,False,restaurante,relajada,hip hop,techno,disco,montaña
Cara Tomasetti,20,mujer,Foradada de Toscar,piña,False,comida rápida,relajada,pop,rock/metal,disco,montaña
Miri Abran,38,mujer,Olombrada,piña,False,restaurante,rápida,pop,techno,disco,playa
Wesley Laarif,32,hombre,San Lorenzo del Escorial,no piña,False,comida rápida,rápida,pop,techno,disco,playa
Cecillia Gerrikagoitia,28,hombre,Cubillejo de la Sierra,no piña,True,restaurante,rápida,pop,techno,disco,playa
Suanne Barelles,23,hombre,Vergara,no piña,True,comida rápida,rápida,pop,techno,disco,playa
Ziyad Tuxuera,44,mujer,San Saturnino de Osormort,piña,True,restaurante,rápida,pop,techno,bar,playa
Lorielle Suriaga,50,mujer,Sandoval de la Reina,piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Darril Boutet,28,mujer,Campo de Cuéllar,piña,False,comida rápida,rápida,hip hop,techno,disco,montaña
Caspar Zvunca,45,mujer,Polinyà de Xúquer,no piña,False,restaurante,relajada,hip hop,techno,bar,montaña
Enrigue Sañay,28,mujer,Saldaña de Ayllón,no piña,False,restaurante,rápida,hip hop,techno,bar,playa
Joanie Alcalaya,28,hombre,Albatera,piña,False,restaurante,relajada,hip hop,rock/metal,bar,montaña
Nicolai Lockyer,34,hombre,Torreflor,no piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Aiman Mirabel,27,hombre,Caudé,no piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Shandria Soderberg,23,hombre,Doña María Ocaña,piña,False,restaurante,rápida,pop,rock/metal,disco,playa
Ocie Petroche,44,hombre,Barrios de Bureba (Los),no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Moraima De bodas,23,hombre,Mezquetillas,piña,True,comida rápida,relajada,hip hop,techno,bar,playa
Hollie Madern,46,hombre,Pedrá y Coma,no piña,True,restaurante,rápida,pop,rock/metal,bar,playa
Quwan Guillart,25,mujer,Almusafes,piña,False,restaurante,relajada,hip hop,rock/metal,disco,montaña
Kea Forrellat,47,mujer,Arbaniés,no piña,False,restaurante,relajada,hip hop,rock/metal,disco,montaña
Arland Angueta,19,hombre,Agés,no piña,False,restaurante,relajada,hip hop,rock/metal,disco,playa
Kealani Minculescu,46,mujer,Castellanos de Moriscos,no piña,False,restaurante,rápida,pop,techno,disco,playa
Elda Espelleta,28,hombre,Cónchar,no piña,True,restaurante,relajada,pop,techno,disco,playa
Lanee Cool,41,hombre,San Andrés de Terri,piña,True,restaurante,rápida,hip hop,techno,disco,playa
Wilfrid Elezgarai,31,mujer,Abalcisqueta,no piña,False,comida rápida,relajada,pop,rock/metal,disco,playa
Linsey Azcondo,27,mujer,Belorado,no piña,True,restaurante,rápida,hip hop,techno,bar,playa
Cagney Errossafi,37,mujer,Celadilla Sotobrín,piña,False,comida rápida,rápida,pop,rock/metal,bar,montaña
Saly Morganti,35,hombre,Ajangiz,no piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Alba Fricke,24,hombre,Aranarache,no piña,False,comida rápida,relajada,hip hop,techno,bar,montaña
Keefe Bekaddour,42,hombre,Navatalgordo,no piña,False,restaurante,relajada,pop,rock/metal,disco,montaña
Erum Barbie,50,hombre,Talayuela,piña,False,restaurante,relajada,pop,techno,disco,montaña
Blas Bergalo,26,hombre,Armentera,no piña,True,restaurante,rápida,pop,rock/metal,bar,playa
Gaelen Escors,35,mujer,Llissá de Munt,no piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Jud Corcero,44,mujer,Roselló,no piña,True,comida rápida,relajada,hip hop,rock/metal,disco,montaña
Joy Gainariu,45,hombre,Santa María del Cubillo,piña,False,comida rápida,relajada,hip hop,techno,bar,montaña
Illiana Boardman,20,hombre,Fuente Andrino,piña,True,restaurante,relajada,hip hop,rock/metal,disco,montaña
Twanisha Nuviala,45,mujer,Santa María de Bárbara,no piña,False,restaurante,relajada,pop,techno,disco,playa
Rulon Angeru,50,mujer,Cabrera d'Igualada,no piña,True,restaurante,rápida,pop,techno,disco,playa
Sofia Judge,34,mujer,Barrios de Salas (Los),piña,False,restaurante,relajada,pop,techno,disco,montaña
Justn Luber,31,hombre,Alpicat,no piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Chrystle Puza,28,mujer,San Mori,no piña,False,comida rápida,rápida,pop,techno,bar,playa
Marquie El klahi,26,mujer,Castillo-Nuevo,piña,True,restaurante,rápida,pop,rock/metal,bar,playa
Shemica Crua,38,mujer,Navatalgordo,piña,False,restaurante,relajada,pop,rock/metal,bar,playa
Amparo Bernas,29,hombre,Quintanilla Sobresierra,no piña,True,restaurante,relajada,pop,rock/metal,disco,montaña
Jeneal Ofrigh,49,mujer,Albacete,piña,True,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Chong Sah,50,mujer,Hostalets de Balenyà (Els),piña,True,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Bindi Gatto,33,mujer,San Vicente dels Horts,no piña,True,comida rápida,relajada,pop,techno,bar,montaña
Kashena Paszkowski,48,mujer,Villamor de la Ladre,no piña,False,restaurante,rápida,hip hop,techno,bar,playa
Valentina D'amato,28,hombre,Torrebeses,no piña,False,restaurante,rápida,hip hop,rock/metal,disco,montaña
Antroine Singleton,42,mujer,San Jaime dels Domenys,no piña,True,comida rápida,relajada,hip hop,rock/metal,bar,montaña
Osiris Naseri,34,hombre,Villafranca de Bonany,no piña,False,restaurante,relajada,hip hop,rock/metal,disco,playa
Tyffanie Tinjala,30,hombre,Ferrerías,no piña,False,comida rápida,rápida,pop,rock/metal,disco,montaña
Salley Vandeputte,50,mujer,Villar de Argañán,piña,False,comida rápida,relajada,pop,techno,bar,montaña
Constancia Piral,26,mujer,Valle de Santibáñez,piña,True,restaurante,relajada,hip hop,rock/metal,disco,montaña
Fiorella Zolle,19,hombre,Torroja,no piña,False,comida rápida,relajada,pop,techno,disco,playa
Armon Guilcapi,50,mujer,Retortillo de Soria,piña,False,restaurante,relajada,hip hop,rock/metal,disco,montaña
Kianna Terrafeta,18,hombre,Valdegovía,no piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Glynis Cenisergue,25,mujer,Chirivella,piña,True,comida rápida,rápida,hip hop,rock/metal,bar,playa
Garreth Cirino,40,hombre,Sariñena,piña,False,restaurante,rápida,pop,rock/metal,disco,montaña
Raquell De novoa,20,mujer,Senant,piña,True,restaurante,relajada,hip hop,rock/metal,bar,playa
Dearl Negulescu,18,mujer,Gallués,no piña,True,restaurante,relajada,pop,techno,disco,playa
Reynaldo Bellina,39,hombre,Sada de Sangüesa,no piña,True,comida rápida,relajada,hip hop,rock/metal,bar,playa
Karista Karagyozova,26,hombre,Rudilla,no piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Artur Ferenczi,40,hombre,Castellanos de Moriscos,no piña,False,restaurante,rápida,pop,techno,disco,montaña
Vencent Aloisi,47,mujer,Sexmiro,no piña,True,restaurante,relajada,pop,rock/metal,bar,montaña
Indira Maneus,42,hombre,Arahal (El),no piña,False,comida rápida,relajada,pop,rock/metal,disco,montaña
Nakeena Basdedios,25,hombre,Yurre,piña,False,restaurante,relajada,pop,techno,disco,montaña
Bracken Holke,44,mujer,Villardevós,piña,False,comida rápida,relajada,pop,rock/metal,bar,montaña
Caridad Coito,49,hombre,Pereiro de Aguiar,piña,True,comida rápida,rápida,pop,rock/metal,disco,playa
Marium Boves,47,mujer,Garrigolas,piña,False,restaurante,relajada,pop,techno,disco,montaña
Lesleyanne Lupse,37,hombre,Zaldivia,piña,True,restaurante,relajada,hip hop,techno,disco,playa
Rachal Supe,20,mujer,Poyo del Cid (El),no piña,True,comida rápida,relajada,hip hop,techno,bar,playa
Khalisha Armona,19,mujer,Jou,no piña,False,restaurante,relajada,pop,techno,bar,montaña
Joron Chekkor,37,hombre,Riba de Saelices,no piña,False,restaurante,relajada,pop,techno,disco,montaña
Reynoldo Perez olleros,22,mujer,Zaldivia,no piña,True,restaurante,rápida,hip hop,rock/metal,bar,playa
Royale Sabatel,34,hombre,Villar de Cobeta,no piña,False,restaurante,rápida,hip hop,techno,disco,montaña
Chandelle Melendez valdes,30,hombre,Canet de Adri,piña,False,comida rápida,relajada,pop,rock/metal,disco,playa
Terron Ghioca,49,hombre,Salinillas de Buradón,piña,False,restaurante,relajada,pop,techno,bar,montaña
Kyisha Humerez,19,mujer,Castralvo,piña,True,comida rápida,rápida,pop,rock/metal,disco,playa
Fatema Garikano,26,mujer,Pinell de Bray,no piña,False,comida rápida,relajada,hip hop,techno,bar,playa
Karrisa Sung,30,hombre,Legutiano,piña,True,comida rápida,relajada,hip hop,techno,disco,montaña
Abdiel Ivanco,24,mujer,Saviñao,no piña,True,restaurante,rápida,pop,techno,disco,playa
Dalene Bican,33,hombre,Isóbol,piña,True,comida rápida,relajada,hip hop,techno,bar,montaña
Paschal Bennouali,21,mujer,Palacios del Alcor,no piña,True,restaurante,relajada,pop,techno,bar,montaña
Devon Oudghiri,47,hombre,Seo de Urgel,piña,False,restaurante,relajada,hip hop,techno,disco,montaña
Theodor Hafez,44,hombre,Barrios de Bureba (Los),piña,True,restaurante,relajada,hip hop,rock/metal,bar,montaña
Khang Romeira,24,hombre,Rodilana,no piña,True,comida rápida,relajada,pop,rock/metal,bar,playa
Neisha Serviole,46,mujer,San Baudilio de Llusanés,piña,False,comida rápida,relajada,hip hop,rock/metal,bar,playa
Latrelle De franceschi,30,hombre,Belicena,no piña,False,comida rápida,relajada,pop,techno,bar,montaña
Carolos Ylla catala,33,mujer,Hoyuelos de la Sierra,piña,True,comida rápida,rápida,hip hop,techno,disco,montaña
Cassandra Tenemasa,32,hombre,Hita,piña,True,comida rápida,relajada,pop,rock/metal,disco,playa
Samirah Bali,32,hombre,Campos del Paraíso,no piña,True,restaurante,rápida,pop,techno,bar,montaña
Robynn Vigistain,49,mujer,Badia,piña,False,restaurante,rápida,pop,techno,disco,montaña
Katiann Barraquer,31,mujer,Astorga,no piña,False,restaurante,relajada,hip hop,rock/metal,disco,playa
Stephanieann Soliven,23,mujer,Campillos,no piña,False,comida rápida,relajada,hip hop,techno,bar,montaña
Rozina Changa,25,hombre,Mala,no piña,False,comida rápida,relajada,pop,rock/metal,bar,montaña
Rasheda Virgala,30,hombre,Bretún,no piña,True,restaurante,rápida,hip hop,techno,bar,montaña
Brihany Munsuri,48,mujer,Villarcayo de Merindad de Castilla la Vieja,piña,True,restaurante,rápida,pop,rock/metal,bar,montaña
Jillyn Ohenhen,40,mujer,Ráfol de Almunia,no piña,False,restaurante,relajada,pop,rock/metal,bar,montaña
Demetrio Esojo,38,mujer,Villajoyosa,piña,True,comida rápida,relajada,hip hop,rock/metal,bar,playa
Charlsey Villelabeitia,32,mujer,Vallbona,no piña,False,comida rápida,rápida,hip hop,techno,disco,playa
Danil Fikry,30,mujer,Fornelos,piña,True,comida rápida,rápida,hip hop,rock/metal,disco,montaña
Anthea Hauschild,50,hombre,Huérmeces,piña,False,comida rápida,relajada,pop,rock/metal,bar,montaña
Cassi Tomero,44,mujer,Pobla de Mafumet,piña,True,comida rápida,rápida,pop,rock/metal,bar,playa
Niesha Sealey,44,mujer,Arancón,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,montaña
Kendra Simes,35,hombre,Valdecolmenas (Los),no piña,True,comida rápida,rápida,pop,rock/metal,disco,playa
Jw Haidour,37,mujer,Hostalrich,piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Deandre Rafferty,25,mujer,Bellcaire,no piña,False,restaurante,relajada,pop,techno,disco,playa
Rikki Mostacedo,40,mujer,Ochandiano,piña,True,comida rápida,relajada,pop,rock/metal,bar,montaña
Dominigue La casa,49,mujer,Cornudella,no piña,False,comida rápida,relajada,hip hop,rock/metal,disco,playa
Kipp Ruiz del olmo,30,hombre,Alpanseque,piña,False,restaurante,relajada,hip hop,rock/metal,disco,montaña
Artemis Holbrook,37,mujer,Tremellos (Los),piña,True,restaurante,relajada,hip hop,rock/metal,disco,playa
Kymberlee Soiras,28,hombre,Aranarache,piña,False,restaurante,rápida,pop,techno,disco,montaña
Ita Diouane,32,mujer,Añon,no piña,False,comida rápida,relajada,hip hop,techno,bar,playa
Marysol Gonzalez calatayud,20,hombre,Liria,piña,True,restaurante,rápida,pop,rock/metal,disco,playa
Johnjoseph Muñoz de dios,22,hombre,Albocácer,no piña,True,restaurante,relajada,hip hop,techno,disco,montaña
Tacarra Rademaker,21,mujer,Apiés,piña,False,restaurante,relajada,hip hop,techno,disco,playa
Ledarius Bunescu,22,hombre,Masalfasar,no piña,False,comida rápida,relajada,pop,techno,disco,playa
Tasha Lisalde,41,hombre,Oroz-Betelu,piña,True,comida rápida,relajada,hip hop,techno,bar,playa
Sonya Odiase,22,mujer,Barcheta,no piña,False,comida rápida,relajada,pop,techno,disco,playa
Sharena Belev,32,mujer,Cizur Mayor,piña,False,restaurante,rápida,hip hop,rock/metal,disco,playa
Kyndra Eguilior,28,mujer,Renedo,piña,True,comida rápida,rápida,pop,rock/metal,bar,montaña
Gamaliel Ahaidar,41,hombre,Albí,no piña,True,restaurante,rápida,hip hop,techno,bar,montaña
Joseluis Aicha,40,hombre,Pareja,no piña,False,comida rápida,rápida,hip hop,rock/metal,bar,montaña
