nombre,edad,correo,genero,provincia,ciudad,disponibilidad,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Amen Fratean,77,AmenFratean@micorreo.es,mujer,Caceres,Valdemorales,find de semana,mañana,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1748.jpg,39.2049831,-6.0674922
Lara Rosquellas,25,LaraRosquellas@micorreo.es,hombre,Huesca,Canal de berdún,estresemana,tarde,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1216.jpg,42.5985733,-0.8540420646286393
Janna Bouamir,65,JannaBouamir@micorreo.es,hombre,Girona,Sant feliu de guíxols,find de semana,mañana,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/983.jpg,41.7838827,3.0283195
Lekeisha Sammarco,33,LekeishaSammarco@micorreo.es,mujer,Malaga,Sierra de yeguas,find de semana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1264.jpg,37.1243923,-4.8685644
Ogden Gaztelurrutia,87,OgdenGaztelurrutia@micorreo.es,hombre,Barcelona,"Bruc, el",estresemana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1687.jpg,41.3347339,1.459332
Sarika Gio,18,SarikaGio@micorreo.es,mujer,Tarragona,Cunit,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/600.jpg,41.197596,1.6344596
Corbin Del valls,42,CorbinDel valls@micorreo.es,hombre,Cuenca,Villaconejos de trabaque,estresemana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/6.jpg,40.4010532,-2.3180646
Jocelin De mesquita,32,JocelinDe mesquita@micorreo.es,mujer,Albacete,Abengibre,find de semana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/119.jpg,39.2089284,-1.5420192
Eitan El mourid,72,EitanEl mourid@micorreo.es,mujer,Ciudad_real,Santa cruz de los cáñamos,estresemana,tarde,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1426.jpg,38.636664,-2.8669824
Nida Espinaco,32,NidaEspinaco@micorreo.es,hombre,A_coruna,Santiago de compostela,estresemana,mañana,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1980.jpg,42.8804219,-8.5458608
Ambr Stoiculescu,89,AmbrStoiculescu@micorreo.es,hombre,Zaragoza,"Pintanos, los",estresemana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1746.jpg,42.5369889,-1.0027568
Der Sarout,37,DerSarout@micorreo.es,hombre,Navarra,Arakil,find de semana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1138.jpg,42.911498550000005,-1.8741752310318678
Jeniffer Pancheva,26,JenifferPancheva@micorreo.es,hombre,Sevilla,Mairena del alcor,estresemana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1622.jpg,37.3730933,-5.7489246
Rudy Duque de estrada,87,RudyDuque de estrada@micorreo.es,hombre,Malaga,Cuevas de san marcos,estresemana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1013.jpg,37.2679779,-4.4141396
Iveth Gomez de barreda,72,IvethGomez de barreda@micorreo.es,hombre,Teruel,Ferreruela de huerva,estresemana,tarde,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/894.jpg,41.0634202,-1.2332963
Phoenix Andara,41,PhoenixAndara@micorreo.es,mujer,Zaragoza,Letux,estresemana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1192.jpg,41.2550768,-0.8026048
Costas Saudinos,69,CostasSaudinos@micorreo.es,hombre,Avila,Tórtoles,find de semana,tarde,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1279.jpg,40.5614138,-5.2617982
Jonnelle Denys,25,JonnelleDenys@micorreo.es,mujer,Burgos,Aranda de duero,find de semana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/604.jpg,41.6715067,-3.6851172
Patrisia Bollullos,43,PatrisiaBollullos@micorreo.es,hombre,Albacete,Férez,estresemana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/230.jpg,38.3559199,-2.0094135
Tyreik Van den brink,80,TyreikVan den brink@micorreo.es,hombre,Guadalajara,Fuembellida,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1919.jpg,40.7557359,-1.9990172
Matrice Saines,40,MatriceSaines@micorreo.es,hombre,Leon,San adrián del valle,estresemana,tarde,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1357.jpg,42.130601,-5.7286192
Darelle Herradas,59,DarelleHerradas@micorreo.es,hombre,Burgos,Villanueva de argaño,find de semana,mañana,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/31.jpg,42.3804783,-3.933169
Levina Kouis,37,LevinaKouis@micorreo.es,mujer,Madrid,San agustín del guadalix,find de semana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1039.jpg,40.679051,-3.6166004
Lynell Perez lanzac,78,LynellPerez lanzac@micorreo.es,hombre,Leon,Santa maría del monte de cea,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/197.jpg,42.4915159,-5.1168441
Nnenna Timofti,97,NnennaTimofti@micorreo.es,hombre,Segovia,Riaguas de san bartolomé,estresemana,mañana,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/951.jpg,41.4261702,-3.4887203
Georganna Fartass,95,GeorgannaFartass@micorreo.es,hombre,Salamanca,Villavieja de yeltes,find de semana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1443.jpg,40.8760816,-6.4675359
Cathrine Veit,59,CathrineVeit@micorreo.es,hombre,Asturias,Santa eulalia de oscos,estresemana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1897.jpg,43.2587428,-7.020435
Jamisa Lona,44,JamisaLona@micorreo.es,hombre,Caceres,"Granja, la",find de semana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/262.jpg,-3.1212057,-40.8284124
Heng El aidi,44,HengEl aidi@micorreo.es,hombre,Zaragoza,Montón,find de semana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1082.jpg,41.2066103,-1.5153331
Lena Braganza,62,LenaBraganza@micorreo.es,mujer,Murcia,Alguazas,find de semana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1951.jpg,38.0515024,-1.2416437
Joslyn Galbas,33,JoslynGalbas@micorreo.es,hombre,La_rioja,Cirueña,estresemana,tarde,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/191.jpg,42.4117511,-2.8955322
Geovanny Wensell,44,GeovannyWensell@micorreo.es,hombre,Toledo,Cabañas de la sagra,estresemana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/766.jpg,40.005774,-3.9479133
Curtissa El mgharbi,79,CurtissaEl mgharbi@micorreo.es,hombre,Tarragona,Riba-roja d'ebre,find de semana,tarde,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/279.jpg,41.2514635,0.4855561
Maryam Cappuccio,97,MaryamCappuccio@micorreo.es,hombre,Madrid,Griñón,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1751.jpg,40.2136607,-3.8581479
Angeline Thode,53,AngelineThode@micorreo.es,mujer,La_rioja,Anguiano,estresemana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1001.jpg,42.2612479,-2.7648813
Haunani Erla,78,HaunaniErla@micorreo.es,mujer,Madrid,Camarma de esteruelas,find de semana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1260.jpg,40.5490368,-3.3786211
Thomas Hutchins,39,ThomasHutchins@micorreo.es,mujer,Almeria,Oria,estresemana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1178.jpg,37.4841014,-2.2924853
Lashaun Lakuntza,92,LashaunLakuntza@micorreo.es,mujer,Huelva,Fuenteheridos,find de semana,tarde,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1475.jpg,37.9034873,-6.6617402
Kole Torrisco,44,KoleTorrisco@micorreo.es,hombre,Badajoz,Valdelacalzada,find de semana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1356.jpg,38.8902615,-6.7011873
Shenisha Pelletier,31,ShenishaPelletier@micorreo.es,mujer,Ceuta,Ceuta,find de semana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/946.jpg,35.89442195,-5.355817352394269
Maisie Belenchon,26,MaisieBelenchon@micorreo.es,hombre,Albacete,Vianos,estresemana,tarde,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/118.jpg,38.632816,-2.5007956
Shaquina Erimo,55,ShaquinaErimo@micorreo.es,mujer,Burgos,Torresandino,estresemana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1120.jpg,41.829831,-3.9100954
Nhung Galveño,50,NhungGalveño@micorreo.es,hombre,Zaragoza,Clarés de ribota,estresemana,mañana,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1118.jpg,41.5297053,-1.8377207
Shaneika Garcia villanova,96,ShaneikaGarcia villanova@micorreo.es,hombre,Soria,Valdemaluque,estresemana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/187.jpg,41.6737379,-3.0455305
Cristyn Ayus,52,CristynAyus@micorreo.es,hombre,Huesca,Nueno,estresemana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/949.jpg,42.2665821,-0.4393139
Mariaelena Ruiz de pascual,61,MariaelenaRuiz de pascual@micorreo.es,mujer,Cuenca,Valhermoso de la fuente,estresemana,mañana,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1237.jpg,39.5524313,-2.0164684
Tonga Vanyova,55,TongaVanyova@micorreo.es,mujer,Huelva,Cortegana,estresemana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/142.jpg,37.9093023,-6.8196169
Tan Ahmidan,70,TanAhmidan@micorreo.es,hombre,Cantabria,Mazcuerras,find de semana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1531.jpg,43.29764995,-4.20800853953333
Carmelia Urdea,31,CarmeliaUrdea@micorreo.es,hombre,Ciudad_real,Valdepeñas,find de semana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1478.jpg,38.7594573,-3.3847392
Lysette Southall,79,LysetteSouthall@micorreo.es,mujer,Guipuzcoa,Oiartzun,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/185.jpg,43.3027326,-1.8609097
Brittinie Aristiguieta,71,BrittinieAristiguieta@micorreo.es,hombre,Ourense,"Merca, a",find de semana,tarde,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2010.jpg,42.2268369,-7.8966074
Darla Bergantiño,91,DarlaBergantiño@micorreo.es,hombre,Teruel,Villar del salz,find de semana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/981.jpg,40.6820245,-1.49984
Eladio Aiadi,60,EladioAiadi@micorreo.es,mujer,Teruel,Cucalón,find de semana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1009.jpg,41.0860186,-1.2154325
Ayla Vulcano,66,AylaVulcano@micorreo.es,mujer,Melilla,Melilla,estresemana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/10.jpg,35.29291145,-2.950720236037561
Vivian Legarrea,98,VivianLegarrea@micorreo.es,hombre,Ourense,Petín,estresemana,tarde,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1495.jpg,42.3823388,-7.1263643
Jamesia Bastien,48,JamesiaBastien@micorreo.es,mujer,Badajoz,Valle de matamoros,estresemana,tarde,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1224.jpg,38.3788706,-6.8051265
Betty Urchueguia,62,BettyUrchueguia@micorreo.es,hombre,Islas_baleares,Escorca,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1742.jpg,39.82530275,2.842584402442453
Jency Batalloso,63,JencyBatalloso@micorreo.es,mujer,Avila,Papatrigo,estresemana,mañana,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1814.jpg,40.8680762,-4.8351177
Grissel Cirino,73,GrisselCirino@micorreo.es,mujer,Murcia,Pliego,estresemana,mañana,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/13.jpg,37.9884543,-1.5061409
Meara Brinzoi,70,MearaBrinzoi@micorreo.es,hombre,Cantabria,Villafufre,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/722.jpg,43.266473,-3.892813
Ineisha Romero valdespino,69,IneishaRomero valdespino@micorreo.es,hombre,Guipuzcoa,Elgoibar,estresemana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/913.jpg,43.2143558,-2.4168588
Meenakshi Planta,70,MeenakshiPlanta@micorreo.es,hombre,Cuenca,Salvacañete,estresemana,tarde,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2.jpg,40.0984878,-1.5020884
Artie Carnoto,37,ArtieCarnoto@micorreo.es,mujer,Pontevedra,Vilagarcía de arousa,estresemana,tarde,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1795.jpg,42.5947625,-8.7669178
Monica Gelos,98,MonicaGelos@micorreo.es,mujer,Vizcaya,Alonsotegi,estresemana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1911.jpg,43.2445791,-2.9897706
Sandrea Mullol,34,SandreaMullol@micorreo.es,hombre,Alava,Vitoria-gasteiz,estresemana,noche,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1767.jpg,42.8465088,-2.6724025
Ricka Roxo,94,RickaRoxo@micorreo.es,mujer,La_rioja,Bergasa,estresemana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1420.jpg,42.2522016,-2.13194
Eureka Zawada,80,EurekaZawada@micorreo.es,hombre,Almeria,Armuña de almanzora,estresemana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1843.jpg,37.3497271,-2.4116065
Kadijah Chriaa,76,KadijahChriaa@micorreo.es,mujer,Alicante,Salinas,estresemana,tarde,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/528.jpg,36.6744117,-121.655037
Richel Gondolbeu,80,RichelGondolbeu@micorreo.es,mujer,Zaragoza,Mezalocha,find de semana,noche,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/216.jpg,41.4263542,-1.0829597
Genna Beauchamp,97,GennaBeauchamp@micorreo.es,mujer,Badajoz,Montijo,estresemana,mañana,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/926.jpg,38.9098936,-6.6151799
Adonna Coletta,79,AdonnaColetta@micorreo.es,mujer,Badajoz,Cheles,estresemana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/320.jpg,38.5125799,-7.2815483
Rhondalyn Hamra,39,RhondalynHamra@micorreo.es,hombre,Castellon,Villafranca del cid/vilafranca,find de semana,noche,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/99.jpg,40.4326899,-0.250899
Yasmeen Dorner,19,YasmeenDorner@micorreo.es,hombre,Malaga,Montejaque,estresemana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/737.jpg,36.7338717,-5.2514725
Maribel Khalidi,53,MaribelKhalidi@micorreo.es,mujer,Huelva,Sanlúcar de guadiana,estresemana,tarde,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1530.jpg,37.4719594,-7.46592
Kiyonna Carpa,25,KiyonnaCarpa@micorreo.es,mujer,Ourense,Amoeiro,find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/482.jpg,42.4142102,-7.9486807
Willliam Adones,71,WillliamAdones@micorreo.es,hombre,Huesca,Altorricón,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1600.jpg,41.8020112,0.4141145
Ontario Lapusan,53,OntarioLapusan@micorreo.es,hombre,Alava,Navaridas,find de semana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1071.jpg,42.5456036,-2.6188525
Koby Extremadouro,35,KobyExtremadouro@micorreo.es,hombre,Caceres,Albalá,estresemana,mañana,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2018.jpg,39.2562411,-6.1861813
Ashlea Bornaechea,89,AshleaBornaechea@micorreo.es,hombre,Lugo,Baralla,estresemana,noche,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/611.jpg,42.8936084,-7.2500667
Wilford Altesa,99,WilfordAltesa@micorreo.es,hombre,Girona,Flaçà,estresemana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/585.jpg,42.0456854,2.9569565
Aminah Onandi,66,AminahOnandi@micorreo.es,mujer,Asturias,Avilés,estresemana,mañana,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/808.jpg,43.5554436,-5.9222466
Dewana Garcia nuñez,48,DewanaGarcia nuñez@micorreo.es,hombre,Castellon,Barracas,find de semana,tarde,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1214.jpg,40.0162238,-0.6975982
Anton Banuta,79,AntonBanuta@micorreo.es,mujer,Tarragona,"Fatarella, la",find de semana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1746.jpg,41.1533074,0.48094243907214196
Derron Matthiesen,37,DerronMatthiesen@micorreo.es,mujer,Cantabria,Reocín,estresemana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1147.jpg,43.35017945,-4.115622211730858
Jua El koubai,52,JuaEl koubai@micorreo.es,hombre,Jaen,Cabra del santo cristo,find de semana,tarde,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/836.jpg,37.7036217,-3.2867065
Lou Rodriguez de la sierra,45,LouRodriguez de la sierra@micorreo.es,mujer,Albacete,Abengibre,estresemana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/419.jpg,39.2089284,-1.5420192
Sou Ahouari,58,SouAhouari@micorreo.es,hombre,Asturias,Corvera de asturias,find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/197.jpg,43.517845699999995,-5.887764837915894
